A,B,C,D,Result
96,56,40,72,0.952380952
96,56,40,84,0.816326531
96,56,40,86,0.797342193
96,56,40,96,0.714285714
96,56,40,100,0.685714286
96,56,44,24,3.142857143
96,56,44,28,2.693877551
96,56,44,32,2.357142857
96,56,44,40,1.885714286
96,56,44,44,1.714285714
96,56,44,48,1.571428571
96,56,44,56,1.346938776
96,56,44,64,1.178571429
96,56,44,72,1.047619048
96,56,44,84,0.897959184
96,56,44,86,0.877076412
96,56,44,96,0.785714286
96,56,44,100,0.754285714
96,56,48,24,3.428571429
96,56,48,28,2.93877551
96,56,48,32,2.571428571
96,56,48,40,2.057142857
96,56,48,44,1.87012987
96,56,48,48,1.714285714
96,56,48,56,1.469387755
96,56,48,64,1.285714286
96,56,48,72,1.142857143
96,56,48,84,0.979591837
96,56,48,86,0.956810631
96,56,48,96,0.857142857
96,56,48,100,0.822857143
96,56,56,24,4
96,56,56,28,3.428571429
96,56,56,32,3
96,56,56,40,2.4
96,56,56,44,2.181818182
96,56,56,48,2
96,56,56,56,1.714285714
96,56,56,64,1.5
96,56,56,72,1.333333333
96,56,56,84,1.142857143
96,56,56,86,1.11627907
96,56,56,96,1
96,56,56,100,0.96
96,56,64,24,4.571428571
96,56,64,28,3.918367347
96,56,64,32,3.428571429
96,56,64,40,2.742857143
96,56,64,44,2.493506494
96,56,64,48,2.285714286
96,56,64,56,1.959183673
96,56,64,64,1.714285714
96,56,64,72,1.523809524
96,56,64,84,1.306122449
96,56,64,86,1.275747508
96,56,64,96,1.142857143
96,56,64,100,1.097142857
96,56,72,24,5.142857143
96,56,72,28,4.408163265
96,56,72,32,3.857142857
96,56,72,40,3.085714286
96,56,72,44,2.805194805
96,56,72,48,2.571428571
96,56,72,56,2.204081633
96,56,72,64,1.928571429
96,56,72,72,1.714285714
96,56,72,84,1.469387755
96,56,72,86,1.435215947
96,56,72,96,1.285714286
96,56,72,100,1.234285714
96,56,84,24,6
96,56,84,28,5.142857143
96,56,84,32,4.5
96,56,84,40,3.6
96,56,84,44,3.272727273
96,56,84,48,3
96,56,84,56,2.571428571
96,56,84,64,2.25
96,56,84,72,2
96,56,84,84,1.714285714
96,56,84,86,1.674418605
96,56,84,96,1.5
96,56,84,100,1.44
96,56,86,24,6.142857143
96,56,86,28,5.265306122
96,56,86,32,4.607142857
96,56,86,40,3.685714286
96,56,86,44,3.350649351
96,56,86,48,3.071428571
96,56,86,56,2.632653061
96,56,86,64,2.303571429
96,56,86,72,2.047619048
96,56,86,84,1.755102041
96,56,86,86,1.714285714
96,56,86,96,1.535714286
96,56,86,100,1.474285714
96,56,96,24,6.857142857
96,56,96,28,5.87755102
96,56,96,32,5.142857143
96,56,96,40,4.114285714
96,56,96,44,3.74025974
96,56,96,48,3.428571429
96,56,96,56,2.93877551
96,56,96,64,2.571428571
96,56,96,72,2.285714286
96,56,96,84,1.959183673
96,56,96,86,1.913621262
96,56,96,96,1.714285714
96,56,96,100,1.645714286
96,56,100,24,7.142857143
96,56,100,28,6.12244898
96,56,100,32,5.357142857
96,56,100,40,4.285714286
96,56,100,44,3.896103896
96,56,100,48,3.571428571
96,56,100,56,3.06122449
96,56,100,64,2.678571429
96,56,100,72,2.380952381
96,56,100,84,2.040816327
96,56,100,86,1.993355482
96,56,100,96,1.785714286
96,56,100,100,1.714285714
96,64,24,24,1.5
96,64,24,28,1.285714286
96,64,24,32,1.125
96,64,24,40,0.9
96,64,24,44,0.818181818
96,64,24,48,0.75
96,64,24,56,0.642857143
96,64,24,64,0.5625
96,64,24,72,0.5
96,64,24,84,0.428571429
96,64,24,86,0.418604651
96,64,24,96,0.375
96,64,24,100,0.36
96,64,28,24,1.75
96,64,28,28,1.5
96,64,28,32,1.3125
96,64,28,40,1.05
96,64,28,44,0.954545455
96,64,28,48,0.875
96,64,28,56,0.75
96,64,28,64,0.65625
96,64,28,72,0.583333333
96,64,28,84,0.5
96,64,28,86,0.488372093
96,64,28,96,0.4375
96,64,28,100,0.42
96,64,32,24,2
96,64,32,28,1.714285714
96,64,32,32,1.5
96,64,32,40,1.2
96,64,32,44,1.090909091
96,64,32,48,1
96,64,32,56,0.857142857
96,64,32,64,0.75
96,64,32,72,0.666666667
96,64,32,84,0.571428571
96,64,32,86,0.558139535
96,64,32,96,0.5
96,64,32,100,0.48
96,64,40,24,2.5
96,64,40,28,2.142857143
96,64,40,32,1.875
96,64,40,40,1.5
96,64,40,44,1.363636364
96,64,40,48,1.25
96,64,40,56,1.071428571
96,64,40,64,0.9375
96,64,40,72,0.833333333
96,64,40,84,0.714285714
96,64,40,86,0.697674419
96,64,40,96,0.625
96,64,40,100,0.6
96,64,44,24,2.75
96,64,44,28,2.357142857
96,64,44,32,2.0625
96,64,44,40,1.65
96,64,44,44,1.5
96,64,44,48,1.375
96,64,44,56,1.178571429
96,64,44,64,1.03125
96,64,44,72,0.916666667
96,64,44,84,0.785714286
96,64,44,86,0.76744186
96,64,44,96,0.6875
96,64,44,100,0.66
96,64,48,24,3
96,64,48,28,2.571428571
96,64,48,32,2.25
96,64,48,40,1.8
96,64,48,44,1.636363636
96,64,48,48,1.5
96,64,48,56,1.285714286
96,64,48,64,1.125
96,64,48,72,1
96,64,48,84,0.857142857
96,64,48,86,0.837209302
96,64,48,96,0.75
96,64,48,100,0.72
96,64,56,24,3.5
96,64,56,28,3
96,64,56,32,2.625
96,64,56,40,2.1
96,64,56,44,1.909090909
96,64,56,48,1.75
96,64,56,56,1.5
96,64,56,64,1.3125
96,64,56,72,1.166666667
96,64,56,84,1
96,64,56,86,0.976744186
96,64,56,96,0.875
96,64,56,100,0.84
96,64,64,24,4
96,64,64,28,3.428571429
96,64,64,32,3
96,64,64,40,2.4
96,64,64,44,2.181818182
96,64,64,48,2
96,64,64,56,1.714285714
96,64,64,64,1.5
96,64,64,72,1.333333333
96,64,64,84,1.142857143
96,64,64,86,1.11627907
96,64,64,96,1
96,64,64,100,0.96
96,64,72,24,4.5
96,64,72,28,3.857142857
96,64,72,32,3.375
96,64,72,40,2.7
96,64,72,44,2.454545455
96,64,72,48,2.25
96,64,72,56,1.928571429
96,64,72,64,1.6875
96,64,72,72,1.5
96,64,72,84,1.285714286
96,64,72,86,1.255813953
96,64,72,96,1.125
96,64,72,100,1.08
96,64,84,24,5.25
96,64,84,28,4.5
96,64,84,32,3.9375
96,64,84,40,3.15
96,64,84,44,2.863636364
96,64,84,48,2.625
96,64,84,56,2.25
96,64,84,64,1.96875
96,64,84,72,1.75
96,64,84,84,1.5
96,64,84,86,1.465116279
96,64,84,96,1.3125
96,64,84,100,1.26
96,64,86,24,5.375
96,64,86,28,4.607142857
96,64,86,32,4.03125
96,64,86,40,3.225
96,64,86,44,2.931818182
96,64,86,48,2.6875
96,64,86,56,2.303571429
96,64,86,64,2.015625
96,64,86,72,1.791666667
96,64,86,84,1.535714286
96,64,86,86,1.5
96,64,86,96,1.34375
96,64,86,100,1.29
96,64,96,24,6
96,64,96,28,5.142857143
96,64,96,32,4.5
96,64,96,40,3.6
96,64,96,44,3.272727273
96,64,96,48,3
96,64,96,56,2.571428571
96,64,96,64,2.25
96,64,96,72,2
96,64,96,84,1.714285714
96,64,96,86,1.674418605
96,64,96,96,1.5
96,64,96,100,1.44
96,64,100,24,6.25
96,64,100,28,5.357142857
96,64,100,32,4.6875
96,64,100,40,3.75
96,64,100,44,3.409090909
96,64,100,48,3.125
96,64,100,56,2.678571429
96,64,100,64,2.34375
96,64,100,72,2.083333333
96,64,100,84,1.785714286
96,64,100,86,1.744186047
96,64,100,96,1.5625
96,64,100,100,1.5
96,72,24,24,1.333333333
96,72,24,28,1.142857143
96,72,24,32,1
96,72,24,40,0.8
96,72,24,44,0.727272727
96,72,24,48,0.666666667
96,72,24,56,0.571428571
96,72,24,64,0.5
96,72,24,72,0.444444444
96,72,24,84,0.380952381
96,72,24,86,0.372093023
96,72,24,96,0.333333333
96,72,24,100,0.32
96,72,28,24,1.555555556
96,72,28,28,1.333333333
96,72,28,32,1.166666667
96,72,28,40,0.933333333
96,72,28,44,0.848484848
96,72,28,48,0.777777778
96,72,28,56,0.666666667
96,72,28,64,0.583333333
96,72,28,72,0.518518519
96,72,28,84,0.444444444
96,72,28,86,0.434108527
96,72,28,96,0.388888889
96,72,28,100,0.373333333
96,72,32,24,1.777777778
96,72,32,28,1.523809524
96,72,32,32,1.333333333
96,72,32,40,1.066666667
96,72,32,44,0.96969697
96,72,32,48,0.888888889
96,72,32,56,0.761904762
96,72,32,64,0.666666667
96,72,32,72,0.592592593
96,72,32,84,0.507936508
96,72,32,86,0.496124031
96,72,32,96,0.444444444
96,72,32,100,0.426666667
96,72,40,24,2.222222222
96,72,40,28,1.904761905
96,72,40,32,1.666666667
96,72,40,40,1.333333333
96,72,40,44,1.212121212
96,72,40,48,1.111111111
96,72,40,56,0.952380952
96,72,40,64,0.833333333
96,72,40,72,0.740740741
96,72,40,84,0.634920635
96,72,40,86,0.620155039
96,72,40,96,0.555555556
96,72,40,100,0.533333333
96,72,44,24,2.444444444
96,72,44,28,2.095238095
96,72,44,32,1.833333333
96,72,44,40,1.466666667
96,72,44,44,1.333333333
96,72,44,48,1.222222222
96,72,44,56,1.047619048
96,72,44,64,0.916666667
96,72,44,72,0.814814815
96,72,44,84,0.698412698
96,72,44,86,0.682170543
96,72,44,96,0.611111111
96,72,44,100,0.586666667
96,72,48,24,2.666666667
96,72,48,28,2.285714286
96,72,48,32,2
96,72,48,40,1.6
96,72,48,44,1.454545455
96,72,48,48,1.333333333
96,72,48,56,1.142857143
96,72,48,64,1
96,72,48,72,0.888888889
96,72,48,84,0.761904762
96,72,48,86,0.744186047
96,72,48,96,0.666666667
96,72,48,100,0.64
96,72,56,24,3.111111111
96,72,56,28,2.666666667
96,72,56,32,2.333333333
96,72,56,40,1.866666667
96,72,56,44,1.696969697
96,72,56,48,1.555555556
96,72,56,56,1.333333333
96,72,56,64,1.166666667
96,72,56,72,1.037037037
96,72,56,84,0.888888889
96,72,56,86,0.868217054
96,72,56,96,0.777777778
96,72,56,100,0.746666667
96,72,64,24,3.555555556
96,72,64,28,3.047619048
96,72,64,32,2.666666667
96,72,64,40,2.133333333
96,72,64,44,1.939393939
96,72,64,48,1.777777778
96,72,64,56,1.523809524
96,72,64,64,1.333333333
96,72,64,72,1.185185185
96,72,64,84,1.015873016
96,72,64,86,0.992248062
96,72,64,96,0.888888889
96,72,64,100,0.853333333
96,72,72,24,4
96,72,72,28,3.428571429
96,72,72,32,3
96,72,72,40,2.4
96,72,72,44,2.181818182
96,72,72,48,2
96,72,72,56,1.714285714
96,72,72,64,1.5
96,72,72,72,1.333333333
96,72,72,84,1.142857143
96,72,72,86,1.11627907
96,72,72,96,1
96,72,72,100,0.96
96,72,84,24,4.666666667
96,72,84,28,4
96,72,84,32,3.5
96,72,84,40,2.8
96,72,84,44,2.545454545
96,72,84,48,2.333333333
96,72,84,56,2
96,72,84,64,1.75
96,72,84,72,1.555555556
96,72,84,84,1.333333333
96,72,84,86,1.302325581
96,72,84,96,1.166666667
96,72,84,100,1.12
96,72,86,24,4.777777778
96,72,86,28,4.095238095
96,72,86,32,3.583333333
96,72,86,40,2.866666667
96,72,86,44,2.606060606
96,72,86,48,2.388888889
96,72,86,56,2.047619048
96,72,86,64,1.791666667
96,72,86,72,1.592592593
96,72,86,84,1.365079365
96,72,86,86,1.333333333
96,72,86,96,1.194444444
96,72,86,100,1.146666667
96,72,96,24,5.333333333
96,72,96,28,4.571428571
96,72,96,32,4
96,72,96,40,3.2
96,72,96,44,2.909090909
96,72,96,48,2.666666667
96,72,96,56,2.285714286
96,72,96,64,2
96,72,96,72,1.777777778
96,72,96,84,1.523809524
96,72,96,86,1.488372093
96,72,96,96,1.333333333
96,72,96,100,1.28
96,72,100,24,5.555555556
96,72,100,28,4.761904762
96,72,100,32,4.166666667
96,72,100,40,3.333333333
96,72,100,44,3.03030303
96,72,100,48,2.777777778
96,72,100,56,2.380952381
96,72,100,64,2.083333333
96,72,100,72,1.851851852
96,72,100,84,1.587301587
96,72,100,86,1.550387597
96,72,100,96,1.388888889
96,72,100,100,1.333333333
96,84,24,24,1.142857143
96,84,24,28,0.979591837
96,84,24,32,0.857142857
96,84,24,40,0.685714286
96,84,24,44,0.623376623
96,84,24,48,0.571428571
96,84,24,56,0.489795918
96,84,24,64,0.428571429
96,84,24,72,0.380952381
96,84,24,84,0.326530612
96,84,24,86,0.318936877
96,84,24,96,0.285714286
96,84,24,100,0.274285714
96,84,28,24,1.333333333
96,84,28,28,1.142857143
96,84,28,32,1
96,84,28,40,0.8
96,84,28,44,0.727272727
96,84,28,48,0.666666667
96,84,28,56,0.571428571
96,84,28,64,0.5
96,84,28,72,0.444444444
96,84,28,84,0.380952381
96,84,28,86,0.372093023
96,84,28,96,0.333333333
96,84,28,100,0.32
96,84,32,24,1.523809524
96,84,32,28,1.306122449
96,84,32,32,1.142857143
96,84,32,40,0.914285714
96,84,32,44,0.831168831
96,84,32,48,0.761904762
96,84,32,56,0.653061224
96,84,32,64,0.571428571
96,84,32,72,0.507936508
96,84,32,84,0.43537415
96,84,32,86,0.425249169
96,84,32,96,0.380952381
96,84,32,100,0.365714286
96,84,40,24,1.904761905
96,84,40,28,1.632653061
96,84,40,32,1.428571429
96,84,40,40,1.142857143
96,84,40,44,1.038961039
96,84,40,48,0.952380952
96,84,40,56,0.816326531
96,84,40,64,0.714285714
96,84,40,72,0.634920635
96,84,40,84,0.544217687
96,84,40,86,0.531561462
96,84,40,96,0.476190476
96,84,40,100,0.457142857
96,84,44,24,2.095238095
96,84,44,28,1.795918367
96,84,44,32,1.571428571
96,84,44,40,1.257142857
96,84,44,44,1.142857143
96,84,44,48,1.047619048
96,84,44,56,0.897959184
96,84,44,64,0.785714286
96,84,44,72,0.698412698
96,84,44,84,0.598639456
96,84,44,86,0.584717608
96,84,44,96,0.523809524
96,84,44,100,0.502857143
96,84,48,24,2.285714286
96,84,48,28,1.959183673
96,84,48,32,1.714285714
96,84,48,40,1.371428571
96,84,48,44,1.246753247
96,84,48,48,1.142857143
96,84,48,56,0.979591837
96,84,48,64,0.857142857
96,84,48,72,0.761904762
96,84,48,84,0.653061224
96,84,48,86,0.637873754
96,84,48,96,0.571428571
96,84,48,100,0.548571429
96,84,56,24,2.666666667
96,84,56,28,2.285714286
96,84,56,32,2
96,84,56,40,1.6
96,84,56,44,1.454545455
96,84,56,48,1.333333333
96,84,56,56,1.142857143
96,84,56,64,1
96,84,56,72,0.888888889
96,84,56,84,0.761904762
96,84,56,86,0.744186047
96,84,56,96,0.666666667
96,84,56,100,0.64
96,84,64,24,3.047619048
96,84,64,28,2.612244898
96,84,64,32,2.285714286
96,84,64,40,1.828571429
96,84,64,44,1.662337662
96,84,64,48,1.523809524
96,84,64,56,1.306122449
96,84,64,64,1.142857143
96,84,64,72,1.015873016
96,84,64,84,0.870748299
96,84,64,86,0.850498339
96,84,64,96,0.761904762
96,84,64,100,0.731428571
96,84,72,24,3.428571429
96,84,72,28,2.93877551
96,84,72,32,2.571428571
96,84,72,40,2.057142857
96,84,72,44,1.87012987
96,84,72,48,1.714285714
96,84,72,56,1.469387755
96,84,72,64,1.285714286
96,84,72,72,1.142857143
96,84,72,84,0.979591837
96,84,72,86,0.956810631
96,84,72,96,0.857142857
96,84,72,100,0.822857143
96,84,84,24,4
96,84,84,28,3.428571429
96,84,84,32,3
96,84,84,40,2.4
96,84,84,44,2.181818182
96,84,84,48,2
96,84,84,56,1.714285714
96,84,84,64,1.5
96,84,84,72,1.333333333
96,84,84,84,1.142857143
96,84,84,86,1.11627907
96,84,84,96,1
96,84,84,100,0.96
96,84,86,24,4.095238095
96,84,86,28,3.510204082
96,84,86,32,3.071428571
96,84,86,40,2.457142857
96,84,86,44,2.233766234
96,84,86,48,2.047619048
96,84,86,56,1.755102041
96,84,86,64,1.535714286
96,84,86,72,1.365079365
96,84,86,84,1.170068027
96,84,86,86,1.142857143
96,84,86,96,1.023809524
96,84,86,100,0.982857143
96,84,96,24,4.571428571
96,84,96,28,3.918367347
96,84,96,32,3.428571429
96,84,96,40,2.742857143
96,84,96,44,2.493506494
96,84,96,48,2.285714286
96,84,96,56,1.959183673
96,84,96,64,1.714285714
96,84,96,72,1.523809524
96,84,96,84,1.306122449
96,84,96,86,1.275747508
96,84,96,96,1.142857143
96,84,96,100,1.097142857
96,84,100,24,4.761904762
96,84,100,28,4.081632653
96,84,100,32,3.571428571
96,84,100,40,2.857142857
96,84,100,44,2.597402597
96,84,100,48,2.380952381
96,84,100,56,2.040816327
96,84,100,64,1.785714286
96,84,100,72,1.587301587
96,84,100,84,1.360544218
96,84,100,86,1.328903654
96,84,100,96,1.19047619
96,84,100,100,1.142857143
96,86,24,24,1.11627907
96,86,24,28,0.956810631
96,86,24,32,0.837209302
96,86,24,40,0.669767442
96,86,24,44,0.608879493
96,86,24,48,0.558139535
96,86,24,56,0.478405316
96,86,24,64,0.418604651
96,86,24,72,0.372093023
96,86,24,84,0.318936877
96,86,24,86,0.31151974
96,86,24,96,0.279069767
96,86,24,100,0.267906977
96,86,28,24,1.302325581
96,86,28,28,1.11627907
96,86,28,32,0.976744186
96,86,28,40,0.781395349
96,86,28,44,0.710359408
96,86,28,48,0.651162791
96,86,28,56,0.558139535
96,86,28,64,0.488372093
96,86,28,72,0.434108527
96,86,28,84,0.372093023
96,86,28,86,0.363439697
96,86,28,96,0.325581395
96,86,28,100,0.31255814
96,86,32,24,1.488372093
96,86,32,28,1.275747508
96,86,32,32,1.11627907
96,86,32,40,0.893023256
96,86,32,44,0.811839323
96,86,32,48,0.744186047
96,86,32,56,0.637873754
96,86,32,64,0.558139535
96,86,32,72,0.496124031
96,86,32,84,0.425249169
96,86,32,86,0.415359654
96,86,32,96,0.372093023
96,86,32,100,0.357209302
96,86,40,24,1.860465116
96,86,40,28,1.594684385
96,86,40,32,1.395348837
96,86,40,40,1.11627907
96,86,40,44,1.014799154
96,86,40,48,0.930232558
96,86,40,56,0.797342193
96,86,40,64,0.697674419
96,86,40,72,0.620155039
96,86,40,84,0.531561462
96,86,40,86,0.519199567
96,86,40,96,0.465116279
96,86,40,100,0.446511628
96,86,44,24,2.046511628
96,86,44,28,1.754152824
96,86,44,32,1.534883721
96,86,44,40,1.227906977
96,86,44,44,1.11627907
96,86,44,48,1.023255814
96,86,44,56,0.877076412
96,86,44,64,0.76744186
96,86,44,72,0.682170543
96,86,44,84,0.584717608
96,86,44,86,0.571119524
96,86,44,96,0.511627907
96,86,44,100,0.491162791
96,86,48,24,2.23255814
96,86,48,28,1.913621262
96,86,48,32,1.674418605
96,86,48,40,1.339534884
96,86,48,44,1.217758985
96,86,48,48,1.11627907
96,86,48,56,0.956810631
96,86,48,64,0.837209302
96,86,48,72,0.744186047
96,86,48,84,0.637873754
96,86,48,86,0.623039481
96,86,48,96,0.558139535
96,86,48,100,0.535813953
96,86,56,24,2.604651163
96,86,56,28,2.23255814
96,86,56,32,1.953488372
96,86,56,40,1.562790698
96,86,56,44,1.420718816
96,86,56,48,1.302325581
96,86,56,56,1.11627907
96,86,56,64,0.976744186
96,86,56,72,0.868217054
96,86,56,84,0.744186047
96,86,56,86,0.726879394
96,86,56,96,0.651162791
96,86,56,100,0.625116279
96,86,64,24,2.976744186
96,86,64,28,2.551495017
96,86,64,32,2.23255814
96,86,64,40,1.786046512
96,86,64,44,1.623678647
96,86,64,48,1.488372093
96,86,64,56,1.275747508
96,86,64,64,1.11627907
96,86,64,72,0.992248062
96,86,64,84,0.850498339
96,86,64,86,0.830719308
96,86,64,96,0.744186047
96,86,64,100,0.714418605
96,86,72,24,3.348837209
96,86,72,28,2.870431894
96,86,72,32,2.511627907
96,86,72,40,2.009302326
96,86,72,44,1.826638478
96,86,72,48,1.674418605
96,86,72,56,1.435215947
96,86,72,64,1.255813953
96,86,72,72,1.11627907
96,86,72,84,0.956810631
96,86,72,86,0.934559221
96,86,72,96,0.837209302
96,86,72,100,0.80372093
96,86,84,24,3.906976744
96,86,84,28,3.348837209
96,86,84,32,2.930232558
96,86,84,40,2.344186047
96,86,84,44,2.131078224
96,86,84,48,1.953488372
96,86,84,56,1.674418605
96,86,84,64,1.465116279
96,86,84,72,1.302325581
96,86,84,84,1.11627907
96,86,84,86,1.090319091
96,86,84,96,0.976744186
96,86,84,100,0.937674419
96,86,86,24,4
96,86,86,28,3.428571429
96,86,86,32,3
96,86,86,40,2.4
96,86,86,44,2.181818182
96,86,86,48,2
96,86,86,56,1.714285714
96,86,86,64,1.5
96,86,86,72,1.333333333
96,86,86,84,1.142857143
96,86,86,86,1.11627907
96,86,86,96,1
96,86,86,100,0.96
96,86,96,24,4.465116279
96,86,96,28,3.827242525
96,86,96,32,3.348837209
96,86,96,40,2.679069767
96,86,96,44,2.43551797
96,86,96,48,2.23255814
96,86,96,56,1.913621262
96,86,96,64,1.674418605
96,86,96,72,1.488372093
96,86,96,84,1.275747508
96,86,96,86,1.246078962
96,86,96,96,1.11627907
96,86,96,100,1.071627907
96,86,100,24,4.651162791
96,86,100,28,3.986710963
96,86,100,32,3.488372093
96,86,100,40,2.790697674
96,86,100,44,2.536997886
96,86,100,48,2.325581395
96,86,100,56,1.993355482
96,86,100,64,1.744186047
96,86,100,72,1.550387597
96,86,100,84,1.328903654
96,86,100,86,1.297998918
96,86,100,96,1.162790698
96,86,100,100,1.11627907
96,96,24,24,1
96,96,24,28,0.857142857
96,96,24,32,0.75
96,96,24,40,0.6
96,96,24,44,0.545454545
96,96,24,48,0.5
96,96,24,56,0.428571429
96,96,24,64,0.375
96,96,24,72,0.333333333
96,96,24,84,0.285714286
96,96,24,86,0.279069767
96,96,24,96,0.25
96,96,24,100,0.24
96,96,28,24,1.166666667
96,96,28,28,1
96,96,28,32,0.875
96,96,28,40,0.7
96,96,28,44,0.636363636
96,96,28,48,0.583333333
96,96,28,56,0.5
96,96,28,64,0.4375
96,96,28,72,0.388888889
96,96,28,84,0.333333333
96,96,28,86,0.325581395
96,96,28,96,0.291666667
96,96,28,100,0.28
96,96,32,24,1.333333333
96,96,32,28,1.142857143
96,96,32,32,1
96,96,32,40,0.8
96,96,32,44,0.727272727
96,96,32,48,0.666666667
96,96,32,56,0.571428571
96,96,32,64,0.5
96,96,32,72,0.444444444
96,96,32,84,0.380952381
96,96,32,86,0.372093023
96,96,32,96,0.333333333
96,96,32,100,0.32
96,96,40,24,1.666666667
96,96,40,28,1.428571429
96,96,40,32,1.25
96,96,40,40,1
96,96,40,44,0.909090909
96,96,40,48,0.833333333
96,96,40,56,0.714285714
96,96,40,64,0.625
96,96,40,72,0.555555556
96,96,40,84,0.476190476
96,96,40,86,0.465116279
96,96,40,96,0.416666667
96,96,40,100,0.4
96,96,44,24,1.833333333
96,96,44,28,1.571428571
96,96,44,32,1.375
96,96,44,40,1.1
96,96,44,44,1
96,96,44,48,0.916666667
96,96,44,56,0.785714286
96,96,44,64,0.6875
96,96,44,72,0.611111111
96,96,44,84,0.523809524
96,96,44,86,0.511627907
96,96,44,96,0.458333333
96,96,44,100,0.44
96,96,48,24,2
96,96,48,28,1.714285714
96,96,48,32,1.5
96,96,48,40,1.2
96,96,48,44,1.090909091
96,96,48,48,1
96,96,48,56,0.857142857
96,96,48,64,0.75
96,96,48,72,0.666666667
96,96,48,84,0.571428571
96,96,48,86,0.558139535
96,96,48,96,0.5
96,96,48,100,0.48
96,96,56,24,2.333333333
96,96,56,28,2
96,96,56,32,1.75
96,96,56,40,1.4
96,96,56,44,1.272727273
96,96,56,48,1.166666667
96,96,56,56,1
96,96,56,64,0.875
96,96,56,72,0.777777778
96,96,56,84,0.666666667
96,96,56,86,0.651162791
96,96,56,96,0.583333333
96,96,56,100,0.56
96,96,64,24,2.666666667
96,96,64,28,2.285714286
96,96,64,32,2
96,96,64,40,1.6
96,96,64,44,1.454545455
96,96,64,48,1.333333333
96,96,64,56,1.142857143
96,96,64,64,1
96,96,64,72,0.888888889
96,96,64,84,0.761904762
96,96,64,86,0.744186047
96,96,64,96,0.666666667
96,96,64,100,0.64
96,96,72,24,3
96,96,72,28,2.571428571
96,96,72,32,2.25
96,96,72,40,1.8
96,96,72,44,1.636363636
96,96,72,48,1.5
96,96,72,56,1.285714286
96,96,72,64,1.125
96,96,72,72,1
96,96,72,84,0.857142857
96,96,72,86,0.837209302
96,96,72,96,0.75
96,96,72,100,0.72
96,96,84,24,3.5
96,96,84,28,3
96,96,84,32,2.625
96,96,84,40,2.1
96,96,84,44,1.909090909
96,96,84,48,1.75
96,96,84,56,1.5
96,96,84,64,1.3125
96,96,84,72,1.166666667
96,96,84,84,1
96,96,84,86,0.976744186
96,96,84,96,0.875
96,96,84,100,0.84
96,96,86,24,3.583333333
96,96,86,28,3.071428571
96,96,86,32,2.6875
96,96,86,40,2.15
96,96,86,44,1.954545455
96,96,86,48,1.791666667
96,96,86,56,1.535714286
96,96,86,64,1.34375
96,96,86,72,1.194444444
96,96,86,84,1.023809524
96,96,86,86,1
96,96,86,96,0.895833333
96,96,86,100,0.86
96,96,96,24,4
96,96,96,28,3.428571429
96,96,96,32,3
96,96,96,40,2.4
96,96,96,44,2.181818182
96,96,96,48,2
96,96,96,56,1.714285714
96,96,96,64,1.5
96,96,96,72,1.333333333
96,96,96,84,1.142857143
96,96,96,86,1.11627907
96,96,96,96,1
96,96,96,100,0.96
96,96,100,24,4.166666667
96,96,100,28,3.571428571
96,96,100,32,3.125
96,96,100,40,2.5
96,96,100,44,2.272727273
96,96,100,48,2.083333333
96,96,100,56,1.785714286
96,96,100,64,1.5625
96,96,100,72,1.388888889
96,96,100,84,1.19047619
96,96,100,86,1.162790698
96,96,100,96,1.041666667
96,96,100,100,1
96,100,24,24,0.96
96,100,24,28,0.822857143
96,100,24,32,0.72
96,100,24,40,0.576
96,100,24,44,0.523636364
96,100,24,48,0.48
96,100,24,56,0.411428571
96,100,24,64,0.36
96,100,24,72,0.32
96,100,24,84,0.274285714
96,100,24,86,0.267906977
96,100,24,96,0.24
96,100,24,100,0.2304
96,100,28,24,1.12
96,100,28,28,0.96
96,100,28,32,0.84
96,100,28,40,0.672
96,100,28,44,0.610909091
96,100,28,48,0.56
96,100,28,56,0.48
96,100,28,64,0.42
96,100,28,72,0.373333333
96,100,28,84,0.32
96,100,28,86,0.31255814
96,100,28,96,0.28
96,100,28,100,0.2688
96,100,32,24,1.28
96,100,32,28,1.097142857
96,100,32,32,0.96
96,100,32,40,0.768
96,100,32,44,0.698181818
96,100,32,48,0.64
96,100,32,56,0.548571429
96,100,32,64,0.48
96,100,32,72,0.426666667
96,100,32,84,0.365714286
96,100,32,86,0.357209302
96,100,32,96,0.32
96,100,32,100,0.3072
96,100,40,24,1.6
96,100,40,28,1.371428571
96,100,40,32,1.2
96,100,40,40,0.96
96,100,40,44,0.872727273
96,100,40,48,0.8
96,100,40,56,0.685714286
